frame,SampleName,executeTime(ms),memoryAlloc(byte)
10,GlobalEventQueue,0.0002,0,
10,EarlyUpdate.DirectorSampleTime,0.0027,0,
10,Director.SampleTime,0.0026,0,
10,EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.0001,0,
10,EarlyUpdate.SpriteAtlasManagerUpdate,0.0003,0,
10,EarlyUpdate.PerformanceAnalyticsUpdate,0.0002,0,
10,PreUpdate.PhysicsUpdate,0.0009,0,
10,Physics.Interpolation,0.0004,0,
10,PreUpdate.Physics2DUpdate,0.0016,0,
10,Physics2D.InterpolatePoses,0.0007,0,
10,PreUpdate.CheckTexFieldInput,0.0001,0,
10,PreUpdate.IMGUISendQueuedEvents,0.0004,0,
10,PreUpdate.NewInputUpdate,0.0003,0,
10,PreUpdate.SendMouseEvents,0.0119,0,
10,Monobehaviour.OnMouse_,0.0116,0,
10,SendMouseEvents.DoSendMouseEvents(),0.0095,0,
10,PreUpdate.AIUpdate,0.002,0,
10,NavMesh.Internal_CallOnNavMeshPreUpdate(),0.0006,0,
10,PreUpdate.WindUpdate,0.001,0,
10,PreUpdate.UpdateVideo,0.0007,0,
10,Update.ScriptRunBehaviourUpdate,0.0027,0,
10,BehaviourUpdate,0.0007,0,
10,Update.ScriptRunDelayedDynamicFrameRate,0.0004,0,
10,CoroutinesDelayedCalls,0.0002,0,
10,Update.ScriptRunDelayedTasks,0.0036,0,
10,UnitySynchronizationContext.ExecuteTasks(),0.0031,0,
10,Update.DirectorUpdate,0.0008,0,
10,Director.PrepareFrame,0,0,
10,Director.ProcessFrame,0,0,
10,PreLateUpdate.AIUpdatePostScript,0.0003,0,
10,NavMeshManager,0.0001,0,
10,PreLateUpdate.DirectorUpdateAnimationBegin,0.0002,0,
10,Director.PrepareFrame,0,0,
10,Director.ProcessFrame,0.0001,0,
10,PreLateUpdate.LegacyAnimationUpdate,0.0002,0,
10,PreLateUpdate.DirectorUpdateAnimationEnd,0.0002,0,
10,Director.PrepareFrame,0,0,
10,Director.ProcessFrame,0,0,
10,PreLateUpdate.DirectorDeferredEvaluate,0.0002,0,
10,PreLateUpdate.EndGraphicsJobsAfterScriptUpdate,0.0001,0,
10,PreLateUpdate.ParticleSystemBeginUpdateAll,0.0023,0,
10,ParticleSystem.Update,0.0021,0,
10,PrepareUpdateRendererBoundingVolumes,0.0002,0,
10,UpdateRendererBoundingVolumes,0.0002,0,
10,FinalizeUpdateRendererBoundingVolumes,0.0001,0,
10,ParticleSystem.WaitForPreviousRenderingToFinish,0.0001,0,
10,PreLateUpdate.ScriptRunBehaviourLateUpdate,0.0007,0,
10,LateBehaviourUpdate,0.0006,0,
10,PreLateUpdate.ConstraintManagerUpdate,0.0007,0,
10,ConstraintManager::Update,0.0002,0,
10,ConstraintManager::Update::JobSetup,0,0,
10,PostLateUpdate.PlayerSendFrameStarted,0.0019,0,
10,FrameEvents.XRBeginFrame,0.0003,0,
10,FrameEvents.NewInputBeforeRenderUpdate,0.0001,0,
10,FrameEvents.OnBeforeRenderCallback,0.001,0,
10,Application.InvokeOnBeforeRender(),0.0005,0,
10,PostLateUpdate.DirectorLateUpdate,0.0002,0,
10,Director.PrepareFrame,0.0001,0,
10,Director.ProcessFrame,0,0,
10,PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.0002,0,
10,CoroutinesDelayedCalls,0.0001,0,
10,PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0004,0,
10,Physics.UpdateCloth,0.0002,0,
10,PostLateUpdate.UpdateRectTransform,0.0002,0,
10,PostLateUpdate.UpdateCanvasRectTransform,0.0001,0,
10,PostLateUpdate.PlayerUpdateCanvases,0.0012,0,
10,UIEvents.AlignCanvasRectTransformWithCamera,0.0001,0,
10,UIEvents.WillRenderCanvases,0.0008,0,
10,UGUI.Rendering.UpdateBatches,0.0006,0,
10,Canvas.SendWillRenderCanvases(),0.0002,0,
10,PostLateUpdate.UpdateAudio,0.0084,0,
10,AudioManager.Update,0.0075,0,
10,AudioSettings.InvokeOnAudioManagerUpdate(),0.0013,0,
10,PostLateUpdate.VFXUpdate,0.0003,0,
10,PostLateUpdate.ParticleSystemEndUpdateAll,0.0005,0,
10,ParticleSystem.EndUpdateAll,0.0001,0,
10,PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0,0,
10,PostLateUpdate.UpdateCustomRenderTextures,0.0013,0,
10,CustomRenderTextures.Update,0.001,0,
10,PostLateUpdate.UpdateAllRenderers,0.0039,0,
10,Particles.Sync,0,0,
10,Renderers.OncePerFrameUpdate,0.0004,0,
10,SkinnedMeshOncePerFrameUpdate,0.0001,0,
10,PrepareUpdateRendererBoundingVolumes,0.0011,0,
10,MeshRendererPrepareDispatchUpdate,0.0002,0,
10,SkinnedMeshPrepareDispatchUpdate,0.0002,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,FinalizeUpdateRendererBoundingVolumes,0.0006,0,
10,MeshRendererFinalizeUpdate,0.0001,0,
10,SkinnedMeshFinalizeUpdate,0,0,
10,Update Lights,0.0001,0,
10,LightProbeProxyVolumeManager.Update,0.0001,0,
10,PostLateUpdate.EnlightenRuntimeUpdate,0.0012,0,
10,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0003,0,
10,PostLateUpdate.UpdateAllSkinnedMeshes,0.0006,0,
10,PostLateUpdate.SortingGroupsUpdate,0.0003,0,
10,SortingGroupManager.Update,0.0001,0,
10,PostLateUpdate.UpdateVideoTextures,0.0003,0,
10,PostLateUpdate.UpdateVideo,0.0002,0,
10,PostLateUpdate.DirectorRenderImage,0.0003,0,
10,Director.PrepareFrame,0.0001,0,
10,Director.ProcessFrame,0.0001,0,
10,PostLateUpdate.PlayerEmitCanvasGeometry,0.0006,0,
10,UIEvents.CanvasManagerEmitOffScreenGeometry,0.0002,0,
10,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0,0,
10,UIEvents.CanvasmanagerEmitOnScreenGeometry,0.0001,0,
10,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0,0,
10,PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.0002,0,
10,Physics.UpdateCloth,0,0,
10,PostLateUpdate.FinishFrameRendering,15.4642,0,
10,Camera.FindStacks,0.0003,0,
10,ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes(),0.0018,0,
10,ReflectionProbes.Update,0.0013,0,
10,RenderTexture.SetActive,0.0005,0,
10,Gfx.WaitForPresent,15.2574,0,
10,Camera.FindStacks,0.0057,0,
10,Camera.Render,0.1711,0,
10,Culling,0.0644,0,
10,Camera.FireOnPreCull(),0.0045,0,
10,ScheduleCullingGroups,0.0004,0,
10,CullingGroupSendEvents,0.0002,0,
10,PrepareUpdateRendererBoundingVolumes,0.0026,0,
10,MeshRendererPrepareDispatchUpdate,0.0006,0,
10,SkinnedMeshPrepareDispatchUpdate,0.0004,0,
10,UpdateRendererBoundingVolumes,0.0006,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,FinalizeUpdateRendererBoundingVolumes,0.0015,0,
10,MeshRendererFinalizeUpdate,0.0003,0,
10,SkinnedMeshFinalizeUpdate,0.0002,0,
10,ReflectionProbeAnchorManagerUpdate,0.0005,0,
10,ReflectionProbeAnchorPositionUpdate,0.0001,0,
10,PrepareSceneCullingParameters,0.0042,0,
10,TransformChangedDispatch,0.0001,0,
10,LOD.ComputeLOD,0.0008,0,
10,LOD.ComputeLOD,0.0002,0,
10,SceneCulling,0.028,0,
10,PrepareSceneNodes,0.0104,0,
10,CullAllVisibleLights,0.0071,0,
10,FindActiveLights,0.0013,0,
10,Transform.GetScene,0.0005,0,
10,AddDirectionalLights,0.0006,0,
10,FindDirectionalShadowCastingLights,0.0002,0,
10,FindShadowCastingLights,0,0,
10,AddCustomActiveLocalLights,0.0007,0,
10,addCustomLights.Invoke,0.0002,0,
10,addCustomLights.Invoke,0.0001,0,
10,EnlightenRuntimeManager.AddCustomLights,0.0005,0,
10,EnlightenRuntimeManager.RemoveCustomLights,0.0001,0,
10,CullSendEvents,0.0091,0,
10,afterCullingOutputReady.Invoke,0.0008,0,
10,Terrain.Trees.OnWillRender,0.0002,0,
10,WaitForJobGroupID,0.0045,0,
10,SceneNodesInitJob,0.0002,0,
10,PrepareSceneNodesSetUp,0.0001,0,
10,PrepareSceneNodesSetUp,0,0,
10,PrepareSceneNodesSetUp,0.0001,0,
10,PrepareSceneNodesSetUp,0.0001,0,
10,PrepareSceneNodesSetUp,0.0001,0,
10,PrepareSceneNodesSetUp,0.0001,0,
10,PrepareSceneNodesCombineJob,0.0013,0,
10,PrepareUpdateRendererBoundingVolumes,0.0014,0,
10,MeshRendererPrepareDispatchUpdate,0.0002,0,
10,SkinnedMeshPrepareDispatchUpdate,0.0003,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,FinalizeUpdateRendererBoundingVolumes,0.0005,0,
10,MeshRendererFinalizeUpdate,0.0001,0,
10,SkinnedMeshFinalizeUpdate,0.0001,0,
10,beforeCameraRender.Invoke,0.0007,0,
10,Camera.FireOnPreRender(),0.0008,0,
10,Particles.Sync,0.0002,0,
10,Renderers.OncePerFrameUpdate,0.0004,0,
10,SkinnedMeshOncePerFrameUpdate,0.0001,0,
10,PrepareUpdateRendererBoundingVolumes,0.001,0,
10,MeshRendererPrepareDispatchUpdate,0.0002,0,
10,SkinnedMeshPrepareDispatchUpdate,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0.0001,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,UpdateRendererBoundingVolumes,0,0,
10,FinalizeUpdateRendererBoundingVolumes,0.0005,0,
10,MeshRendererFinalizeUpdate,0.0001,0,
10,SkinnedMeshFinalizeUpdate,0,0,
10,Update Lights,0.0002,0,
10,LightProbeProxyVolumeManager.Update,0.0002,0,
10,CullResults.CreateSharedRendererScene,0.0073,0,
10,ReflectionProbeAnchorManagerUpdate,0.0003,0,
10,ReflectionProbeAnchorPositionUpdate,0.0001,0,
10,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.002,0,
10,UpdateDepthTexture,0.0155,0,
10,RenderTexture.SetActive,0.0011,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,RenderTexture.SetActive,0.0002,0,
10,Drawing,0.0469,0,
10,Render.Prepare,0.0004,0,
10,Render.OpaqueGeometry,0.0182,0,
10,RenderForwardOpaque.Prepare,0.0002,0,
10,RenderForwardOpaque.Render,0.0131,0,
10,Clear,0.0025,0,
10,RenderForward.RenderLoopJob,0.0046,0,
10,Camera.RenderSkybox,0.0065,0,
10,Material.SetPassFast,0.0022,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,Render.MotionVectors,0.0001,0,
10,Camera.ImageEffects,0.0002,0,
10,RenderTexture.SetActive,0.0003,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,Render.TransparentGeometry,0.0112,0,
10,RenderForwardAlpha.Prepare,0.0001,0,
10,RenderForwardAlpha.Render,0.0064,0,
10,WaitForJobGroupID,0.0006,0,
10,RenderForwardAlpha.Sort,0.0003,0,
10,RenderForward.RenderLoopJob,0.0013,0,
10,Camera.FireOnPostRender(),0.0019,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,Camera.ImageEffects,0.0123,0,
10,Graphics.Blit,0.0107,0,
10,RenderTexture.ResolveAA,0.0003,0,
10,RenderTexture.SetActive,0.0006,0,
10,RenderTexture.SetActive,0.0001,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,RenderLoop.CleanupNodeQueue,0,0,
10,DestroyCullResults,0.0012,0,
10,RenderLoop.CleanupNodeQueue,0.0001,0,
10,RenderLoop.CleanupNodeQueue,0,0,
10,UIEvents.CanvasManagerRenderOverlays,0.0022,0,
10,UGUI.Rendering.RenderOverlays,0.002,0,
10,UIEvents.IMGUIRenderOverlays,0.0039,0,
10,GUI.Repaint,0.0034,0,
10,Event.Internal_MakeMasterEventCurrent(),0.0012,0,
10,WatermarkRender,0.006,0,
10,Material.SetPassFast,0.0016,0,
10,GUITexture.Draw,0.0001,0,
10,WaitForRenderJobs,0.0001,0,
10,RenderTexture.SetActive,0.0002,0,
10,PostLateUpdate.BatchModeUpdate,0.0003,0,
10,PostLateUpdate.PlayerSendFrameComplete,0.0025,0,
10,PlayerEndOfFrame,0.0023,0,
10,CoroutinesDelayedCalls,0.0011,0,
10,FrameEvents.XREndFrame,0.0004,0,
10,PostLateUpdate.UpdateCaptureScreenshot,0.0001,0,
10,PostLateUpdate.PresentAfterDraw,0.0031,0,
10,Graphics.PresentAndSync,0.0018,0,
10,Device.Present,0.0015,0,
10,Material.SetPassFast,0.0006,0,
10,PostLateUpdate.ClearImmediateRenderers,0.0001,0,
10,PostLateUpdate.PlayerSendFramePostPresent,0.0003,0,
10,FrameEvents.XRPostPresent,0.0001,0,
10,PostLateUpdate.UpdateResolution,0.0003,0,
10,PostLateUpdate.InputEndFrame,0.0002,0,
10,PostLateUpdate.TriggerEndOfFrameCallbacks,0.0004,0,
10,PostLateUpdate.GUIClearEvents,0.0004,0,
10,PostLateUpdate.ShaderHandleErrors,0.0001,0,
10,PostLateUpdate.ResetInputAxis,0.0001,0,
10,PostLateUpdate.ProfilerSynchronizeStats,0.0005,0,
10,PostLateUpdate.MemoryFrameMaintenance,0.0008,0,
10,PostLateUpdate.ProfilerEndFrame,0.0192,0,
10,Profiler.CollectGlobalStats,0.0182,0,
10,Profiler.CollectMemoryAllocationStats,0.0104,0,
10,Profiler.CollectDrawStats,0.0008,0,
10,Profiler.CollectPhysicsStats,0.0031,0,
10,Profiler.SerializeStats,0.0025,0,
10,Initialization.PlayerUpdateTime,0.0123,0,
10,Initialization.AsyncUploadTimeSlicedUpdate,0.0002,0,
10,Initialization.XREarlyUpdate,0.0005,0,
10,EarlyUpdate.PollPlayerConnection,0.0011,0,
10,PlayerConnection.Poll,0.0009,0,
11,Main Thread,18.1187,0,
11,PlayerLoop,18.0938,0,
11,EarlyUpdate.GpuTimestamp,0.0002,0,
11,EarlyUpdate.AnalyticsCoreStatsUpdate,0.0004,0,
11,EarlyUpdate.UnityWebRequestUpdate,0.0003,0,
11,EarlyUpdate.ExecuteMainThreadJobs,0.0004,0,
11,EarlyUpdate.ProcessMouseInWindow,0.0001,0,
11,EarlyUpdate.ClearLines,0,0,
11,EarlyUpdate.PresentBeforeUpdate,0.0001,0,
11,EarlyUpdate.ResetFrameStatsAfterPresent,0.0002,0,
11,EarlyUpdate.UpdateAsyncReadbackManager,0.0002,0,
11,EarlyUpdate.UpdateStreamingManager,0.0003,0,
11,EarlyUpdate.UpdateTextureStreamingManager,0.0006,0,
11,TextureStreamingManager.Update,0.0002,0,
11,EarlyUpdate.UpdatePreloading,0.0015,0,
11,Loading.UpdatePreloading,0.0013,0,
11,UpdatePreloading,0.0009,0,
11,Application.Integrate Assets in Background,0.0007,0,
11,Preload Single Step,0.0003,0,
11,suspendPointHook.Invoke,0.0001,0,
11,EarlyUpdate.RendererNotifyInvisible,0.0002,0,
11,EarlyUpdate.PlayerCleanupCachedData,0.0019,0,
11,Cleanup Unused Cached Data,0.0018,0,
11,PlayerCleanupCachedData,0.0017,0,
11,RenderTexture.GarbageCollectTemporary,0.0007,0,
11,CleanUp.TextRenderingGarbageCollect,0.0003,0,
11,EarlyUpdate.UpdateCanvasRectTransform,0.0001,0,
11,EarlyUpdate.XRUpdate,0.0004,0,
11,EarlyUpdate.UpdateInputManager,0.0028,0,
11,EarlyUpdate.ScriptRunDelayedStartupFrame,0.0006,0,
11,CoroutinesDelayedCalls,0.0004,0,
11,EarlyUpdate.DispatchEventQueueEvents,0.0006,0,
11,GlobalEventQueue,0.0003,0,
11,EarlyUpdate.DirectorSampleTime,0.0032,0,
11,Director.SampleTime,0.003,0,
11,EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.0006,0,
11,Physics.Interpolation,0.0003,0,
11,EarlyUpdate.SpriteAtlasManagerUpdate,0.0002,0,
11,EarlyUpdate.PerformanceAnalyticsUpdate,0.0002,0,
11,FixedUpdate.ClearLines,0,0,
11,FixedUpdate.NewInputFixedUpdate,0.0003,0,
11,FixedUpdate.DirectorFixedSampleTime,0.0002,0,
11,FixedUpdate.AudioFixedUpdate,0.0011,0,
11,AudioManager.FixedUpdate,0.0006,0,
11,FixedUpdate.ScriptRunBehaviourFixedUpdate,0.0016,0,
11,FixedBehaviourUpdate,0.001,0,
11,FixedUpdate.DirectorFixedUpdate,0.0009,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0.0001,0,
11,FixedUpdate.LegacyFixedAnimationUpdate,0.0006,0,
11,FixedUpdate.XRFixedUpdate,0.0001,0,
11,FixedUpdate.PhysicsFixedUpdate,0.0028,0,
11,Physics.SyncRigidbodyTransform,0.0002,0,
11,Physics.SyncColliderTransform,0.0003,0,
11,FixedUpdate.Physics2DFixedUpdate,0.0013,0,
11,Physics2D.Simulate,0.0004,0,
11,FixedUpdate.DirectorFixedUpdatePostPhysics,0.0003,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0.0001,0,
11,FixedUpdate.ScriptRunDelayedFixedFrameRate,0.0005,0,
11,CoroutinesDelayedCalls,0.0003,0,
11,PreUpdate.PhysicsUpdate,0.0003,0,
11,Physics.Interpolation,0.0001,0,
11,PreUpdate.Physics2DUpdate,0.0004,0,
11,Physics2D.InterpolatePoses,0.0002,0,
11,PreUpdate.CheckTexFieldInput,0.0002,0,
11,PreUpdate.IMGUISendQueuedEvents,0.0004,0,
11,PreUpdate.NewInputUpdate,0.0001,0,
11,PreUpdate.SendMouseEvents,0.0092,0,
11,Monobehaviour.OnMouse_,0.0091,0,
11,SendMouseEvents.DoSendMouseEvents(),0.0082,0,
11,PreUpdate.AIUpdate,0.0017,0,
11,NavMesh.Internal_CallOnNavMeshPreUpdate(),0.0005,0,
11,PreUpdate.WindUpdate,0.001,0,
11,PreUpdate.UpdateVideo,0.0013,0,
11,Update.ScriptRunBehaviourUpdate,0.0008,0,
11,BehaviourUpdate,0.0004,0,
11,Update.ScriptRunDelayedDynamicFrameRate,0.0004,0,
11,CoroutinesDelayedCalls,0.0003,0,
11,Update.ScriptRunDelayedTasks,0.0033,0,
11,UnitySynchronizationContext.ExecuteTasks(),0.0027,0,
11,Update.DirectorUpdate,0.0004,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0,0,
11,PreLateUpdate.AIUpdatePostScript,0.0004,0,
11,NavMeshManager,0.0003,0,
11,PreLateUpdate.DirectorUpdateAnimationBegin,0.0002,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0.0001,0,
11,PreLateUpdate.LegacyAnimationUpdate,0.0001,0,
11,PreLateUpdate.DirectorUpdateAnimationEnd,0.0004,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0,0,
11,PreLateUpdate.DirectorDeferredEvaluate,0.0002,0,
11,PreLateUpdate.EndGraphicsJobsAfterScriptUpdate,0.0001,0,
11,PreLateUpdate.ParticleSystemBeginUpdateAll,0.0022,0,
11,ParticleSystem.Update,0.0018,0,
11,PrepareUpdateRendererBoundingVolumes,0.0002,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,FinalizeUpdateRendererBoundingVolumes,0.0002,0,
11,ParticleSystem.WaitForPreviousRenderingToFinish,0.0001,0,
11,PreLateUpdate.ScriptRunBehaviourLateUpdate,0.0008,0,
11,LateBehaviourUpdate,0.0005,0,
11,PreLateUpdate.ConstraintManagerUpdate,0.0008,0,
11,ConstraintManager::Update,0.0002,0,
11,ConstraintManager::Update::JobSetup,0,0,
11,PostLateUpdate.PlayerSendFrameStarted,0.0021,0,
11,FrameEvents.XRBeginFrame,0.0003,0,
11,FrameEvents.NewInputBeforeRenderUpdate,0,0,
11,FrameEvents.OnBeforeRenderCallback,0.0014,0,
11,Application.InvokeOnBeforeRender(),0.001,0,
11,PostLateUpdate.DirectorLateUpdate,0.0003,0,
11,Director.PrepareFrame,0.0001,0,
11,Director.ProcessFrame,0.0001,0,
11,PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.0002,0,
11,CoroutinesDelayedCalls,0.0002,0,
11,PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0003,0,
11,Physics.UpdateCloth,0.0001,0,
11,PostLateUpdate.UpdateRectTransform,0.0002,0,
11,PostLateUpdate.UpdateCanvasRectTransform,0,0,
11,PostLateUpdate.PlayerUpdateCanvases,0.0011,0,
11,UIEvents.AlignCanvasRectTransformWithCamera,0,0,
11,UIEvents.WillRenderCanvases,0.0007,0,
11,UGUI.Rendering.UpdateBatches,0.0007,0,
11,Canvas.SendWillRenderCanvases(),0.0002,0,
11,PostLateUpdate.UpdateAudio,0.0075,0,
11,AudioManager.Update,0.0065,0,
11,AudioSettings.InvokeOnAudioManagerUpdate(),0.0012,0,
11,PostLateUpdate.VFXUpdate,0.0002,0,
11,PostLateUpdate.ParticleSystemEndUpdateAll,0.0002,0,
11,ParticleSystem.EndUpdateAll,0.0001,0,
11,PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0.0001,0,
11,PostLateUpdate.UpdateCustomRenderTextures,0.0011,0,
11,CustomRenderTextures.Update,0.0007,0,
11,PostLateUpdate.UpdateAllRenderers,0.0032,0,
11,Particles.Sync,0.0001,0,
11,Renderers.OncePerFrameUpdate,0.0004,0,
11,SkinnedMeshOncePerFrameUpdate,0.0001,0,
11,PrepareUpdateRendererBoundingVolumes,0.0009,0,
11,MeshRendererPrepareDispatchUpdate,0.0002,0,
11,SkinnedMeshPrepareDispatchUpdate,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,FinalizeUpdateRendererBoundingVolumes,0.0006,0,
11,MeshRendererFinalizeUpdate,0.0001,0,
11,SkinnedMeshFinalizeUpdate,0,0,
11,Update Lights,0,0,
11,LightProbeProxyVolumeManager.Update,0.0001,0,
11,PostLateUpdate.EnlightenRuntimeUpdate,0.0008,0,
11,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0002,0,
11,PostLateUpdate.UpdateAllSkinnedMeshes,0.0004,0,
11,PostLateUpdate.SortingGroupsUpdate,0.0003,0,
11,SortingGroupManager.Update,0.0001,0,
11,PostLateUpdate.UpdateVideoTextures,0.0007,0,
11,PostLateUpdate.UpdateVideo,0.0002,0,
11,PostLateUpdate.DirectorRenderImage,0.0002,0,
11,Director.PrepareFrame,0,0,
11,Director.ProcessFrame,0.0001,0,
11,PostLateUpdate.PlayerEmitCanvasGeometry,0.0005,0,
11,UIEvents.CanvasManagerEmitOffScreenGeometry,0.0002,0,
11,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.0001,0,
11,UIEvents.CanvasmanagerEmitOnScreenGeometry,0.0001,0,
11,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0,0,
11,PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.0002,0,
11,Physics.UpdateCloth,0.0001,0,
11,PostLateUpdate.FinishFrameRendering,16.4529,0,
11,Camera.FindStacks,0.0001,0,
11,ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes(),0.0014,0,
11,ReflectionProbes.Update,0.0008,0,
11,RenderTexture.SetActive,0.0005,0,
11,Gfx.WaitForPresent,16.2183,0,
11,Camera.FindStacks,0.0078,0,
11,Camera.Render,0.172,0,
11,Culling,0.0562,0,
11,Camera.FireOnPreCull(),0.0056,0,
11,ScheduleCullingGroups,0.0002,0,
11,CullingGroupSendEvents,0,0,
11,PrepareUpdateRendererBoundingVolumes,0.0023,0,
11,MeshRendererPrepareDispatchUpdate,0.0004,0,
11,SkinnedMeshPrepareDispatchUpdate,0.0005,0,
11,UpdateRendererBoundingVolumes,0.0003,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0,0,
11,UpdateRendererBoundingVolumes,0.0001,0,
11,FinalizeUpdateRendererBoundingVolumes,0.0008,0,
11,MeshRendererFinalizeUpdate,0.0001,0,
11,SkinnedMeshFinalizeUpdate,0.0001,0,
11,ReflectionProbeAnchorManagerUpdate,0.0003,0,
11,ReflectionProbeAnchorPositionUpdate,0,0,
11,PrepareSceneCullingParameters,0.0034,0,
11,TransformChangedDispatch,0,0,
11,LOD.ComputeLOD,0.0006,0,
11,LOD.ComputeLOD,0.0002,0,
11,SceneCulling,0.025,0,
11,PrepareSceneNodes,0.0095,0,
11,CullAllVisibleLights,0.0091,0,
11,FindActiveLights,0.0014,0,
11,Transform.GetScene,0.0003,0,
11,AddDirectionalLights,0.0006,0,
11,FindDirectionalShadowCastingLights,0.0002,0,
11,FindShadowCastingLights,0,0,
11,AddCustomActiveLocalLights,0.0005,0,
11,addCustomLights.Invoke,0.0002,0,
11,addCustomLights.Invoke,0,0,
11,EnlightenRuntimeManager.AddCustomLights,0.0004,0,
11,EnlightenRuntimeManager.RemoveCustomLights,0.0001,0,
11,CullSendEvents,0.0048,0,
11,afterCullingOutputReady.Invoke,0.0008,0,
